admission_id,gender,fee_range,fee_slab,loan,req_branch,alloted_branch,campus_req,campus_allotted,entrance_rank,admission_acceptance
ECTO8863,Male,31052.37,33106.78,Yes,Mechanical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,925,Yes
RRCP8053,Female,38145.93,24158.3,No,Computer Science,Electrical Engineering,Suburban Campus,Suburban Campus,41,No
MIXC1218,Female,38886.71,33257.04,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,983,Yes
PVNN5714,Male,49709.87,29397.81,No,Electrical Engineering,Electrical Engineering,City Campus,City Campus,913,No
BVYM3388,Male,60391.1,48046.39,No,Mechanical Engineering,Civil Engineering,City Campus,Main Campus,553,No
PTIS0828,Female,33472.71,41377.96,Yes,Computer Science,Chemical Engineering,Suburban Campus,Main Campus,551,Yes
DFDD0670,Male,33602.43,34051.37,Yes,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,819,No
UTBC7501,Female,42262.69,32830.08,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,200,No
GBRT7929,Female,75456.55,32615.17,No,Mechanical Engineering,Information Technology,Main Campus,Main Campus,7,No
EJCV9931,Male,78519.27,32307.76,No,Mechanical Engineering,Mechanical Engineering,Main Campus,Main Campus,501,No
NSGO0502,Female,35011.69,20830.19,No,Computer Science,Civil Engineering,City Campus,City Campus,853,No
EHXN9025,Male,56338.93,36767.27,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,843,No
SJPL9133,Male,66338.23,48724.75,No,Computer Science,Electrical Engineering,City Campus,City Campus,27,No
FFCZ1117,Male,70399.64,32627.56,No,Computer Science,Chemical Engineering,Suburban Campus,Main Campus,379,No
SOBI1263,Male,60164.68,42675.69,No,Electrical Engineering,Electrical Engineering,Main Campus,City Campus,209,No
ZLOH8108,Male,48893.76,38456.26,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,City Campus,289,No
MREZ4146,Male,31035.8,29071.7,No,Computer Science,Information Technology,City Campus,City Campus,965,No
CDKP1990,Female,71328.11,27279.37,No,Electrical Engineering,Mechanical Engineering,City Campus,Suburban Campus,971,No
ZIPZ1872,Male,68172.29,35366.2,No,Computer Science,Chemical Engineering,Main Campus,City Campus,585,No
SPHU6446,Male,62224.11,23818.25,No,Electrical Engineering,Civil Engineering,Main Campus,Suburban Campus,437,No
KMHT1246,Female,32187.0,36298.09,Yes,Mechanical Engineering,Electrical Engineering,City Campus,City Campus,750,Yes
DCBB6936,Male,42417.15,36967.24,No,Computer Science,Computer Science,Suburban Campus,Main Campus,456,No
DQCB7772,Female,34179.78,28800.3,No,Computer Science,Information Technology,Main Campus,City Campus,534,No
RMGI8590,Female,37131.78,42660.06,Yes,Mechanical Engineering,Chemical Engineering,City Campus,Suburban Campus,130,No
LXJI3405,Female,61369.22,31779.78,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Main Campus,851,No
WHSM1741,Male,30674.85,32088.26,Yes,Electrical Engineering,Chemical Engineering,Suburban Campus,Main Campus,465,No
RRRO4853,Male,78318.04,20178.59,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,303,No
MZQJ9300,Female,77880.88,44224.43,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Main Campus,941,No
VJTA8303,Female,35316.95,46247.33,Yes,Electrical Engineering,Mechanical Engineering,City Campus,City Campus,113,Yes
JJRG6590,Male,66806.58,33806.62,No,Electrical Engineering,Civil Engineering,City Campus,Suburban Campus,734,No
HIAI4859,Female,46919.5,21630.39,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,724,No
GSPZ3358,Male,65372.79,21640.78,No,Mechanical Engineering,Chemical Engineering,City Campus,Suburban Campus,942,No
CRIN7363,Female,40116.08,44896.83,Yes,Computer Science,Civil Engineering,Suburban Campus,Main Campus,866,Yes
LMWU8520,Male,54021.27,39496.4,No,Computer Science,Information Technology,City Campus,City Campus,123,No
ZKFT0803,Female,58142.56,30004.5,No,Computer Science,Civil Engineering,Suburban Campus,Main Campus,456,No
BUMF7638,Male,52216.31,22921.97,No,Electrical Engineering,Chemical Engineering,Main Campus,Suburban Campus,911,No
LOFK6471,Male,38157.22,28717.31,No,Mechanical Engineering,Information Technology,Main Campus,City Campus,443,No
ASWO2974,Female,46587.82,34444.04,No,Electrical Engineering,Computer Science,Suburban Campus,City Campus,506,No
YNPT4565,Male,37725.67,29939.23,No,Computer Science,Electrical Engineering,City Campus,Suburban Campus,270,No
JDDR3438,Female,32793.78,21825.94,No,Mechanical Engineering,Information Technology,City Campus,Suburban Campus,89,No
BFKV6264,Female,64602.06,42214.19,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,886,No
CEGV4546,Female,61374.29,40232.39,No,Electrical Engineering,Electrical Engineering,City Campus,Suburban Campus,141,No
AEDG8618,Male,36153.78,42180.9,Yes,Computer Science,Chemical Engineering,Suburban Campus,City Campus,286,Yes
ZMAW0689,Female,71246.25,21590.61,No,Mechanical Engineering,Information Technology,City Campus,City Campus,750,No
KJRC9711,Male,35140.77,26151.93,No,Computer Science,Information Technology,City Campus,Main Campus,685,No
TYNV9928,Male,44836.92,24324.56,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,120,No
GDUI5372,Female,55577.12,42212.72,No,Mechanical Engineering,Computer Science,City Campus,Suburban Campus,992,No
KDEZ4254,Female,71824.17,34859.14,No,Electrical Engineering,Electrical Engineering,City Campus,Main Campus,363,No
JYIL6989,Female,37091.75,26706.31,No,Computer Science,Mechanical Engineering,City Campus,City Campus,823,No
JSVA9686,Male,75608.35,40270.42,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,81,No
YRUG5393,Female,31200.04,45567.67,Yes,Electrical Engineering,Mechanical Engineering,Main Campus,Main Campus,763,No
VDWW3939,Female,51356.77,29026.77,No,Computer Science,Information Technology,Suburban Campus,Main Campus,813,No
GCVG2896,Female,37368.83,29326.72,No,Mechanical Engineering,Mechanical Engineering,City Campus,Main Campus,228,No
WTKA8894,Female,62768.23,49674.76,No,Computer Science,Chemical Engineering,City Campus,Main Campus,745,No
KVSW8865,Female,41294.22,20193.52,No,Computer Science,Electrical Engineering,City Campus,Main Campus,77,No
JPVT4006,Female,73949.51,34548.65,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,335,No
QUDK6301,Male,49237.19,40633.24,No,Mechanical Engineering,Information Technology,Main Campus,Suburban Campus,161,No
NZVT8673,Female,74211.2,23441.27,No,Computer Science,Electrical Engineering,Suburban Campus,City Campus,520,No
MTGR8714,Female,71139.24,20001.07,No,Electrical Engineering,Computer Science,City Campus,Main Campus,344,No
EWYW2996,Female,35620.43,38113.72,Yes,Mechanical Engineering,Computer Science,City Campus,Main Campus,283,No
QXZF7144,Female,38477.95,23631.03,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,465,No
GCJY1749,Female,35506.78,22905.91,No,Electrical Engineering,Computer Science,Main Campus,Main Campus,646,No
LRDS1872,Female,35086.81,26128.81,No,Computer Science,Mechanical Engineering,Main Campus,Main Campus,754,No
MDWP9264,Male,77792.45,34212.27,No,Computer Science,Civil Engineering,Main Campus,Main Campus,526,No
KDHG6936,Male,47865.4,44981.79,No,Mechanical Engineering,Information Technology,Main Campus,Main Campus,689,No
LADI6677,Female,60784.84,33314.48,No,Computer Science,Civil Engineering,Main Campus,Main Campus,796,No
TGCB3299,Male,35917.55,21669.59,No,Computer Science,Information Technology,City Campus,Suburban Campus,76,No
YZPT0263,Female,76165.98,23654.34,No,Mechanical Engineering,Computer Science,Suburban Campus,Suburban Campus,724,No
KJZO5259,Female,75993.68,32136.72,No,Electrical Engineering,Mechanical Engineering,City Campus,Suburban Campus,705,No
WDIN1101,Male,74779.32,49480.89,No,Computer Science,Information Technology,Main Campus,Suburban Campus,323,No
WVTY2867,Male,60225.32,44608.13,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,914,No
GIXI9718,Female,38903.39,45251.62,Yes,Mechanical Engineering,Information Technology,Suburban Campus,Suburban Campus,947,No
RUBD2027,Female,56524.03,36401.58,No,Electrical Engineering,Computer Science,Main Campus,Suburban Campus,40,No
LZYB3744,Male,59980.57,44650.59,No,Electrical Engineering,Mechanical Engineering,Main Campus,City Campus,444,No
VWDC8115,Female,63971.67,40439.61,No,Computer Science,Mechanical Engineering,City Campus,City Campus,103,No
HXPP9554,Female,37511.0,45779.42,Yes,Electrical Engineering,Mechanical Engineering,Suburban Campus,Main Campus,955,Yes
BTRX0663,Male,63363.67,38514.76,No,Computer Science,Civil Engineering,Suburban Campus,City Campus,723,No
PYVD0864,Female,45078.19,32970.61,No,Computer Science,Mechanical Engineering,City Campus,City Campus,814,No
YPAZ6937,Female,70878.13,39085.91,No,Electrical Engineering,Mechanical Engineering,Suburban Campus,City Campus,534,No
TYOF0630,Female,47419.28,25544.24,No,Electrical Engineering,Electrical Engineering,Suburban Campus,City Campus,326,No
BYJK1980,Female,35196.13,44556.5,Yes,Mechanical Engineering,Mechanical Engineering,City Campus,Suburban Campus,195,No
WEUH7614,Male,75811.72,39723.96,No,Computer Science,Mechanical Engineering,Main Campus,Suburban Campus,862,No
LUIR1685,Male,63086.59,25123.26,No,Electrical Engineering,Electrical Engineering,Main Campus,City Campus,572,No
MXMO4786,Female,76644.09,42249.94,No,Mechanical Engineering,Information Technology,City Campus,Suburban Campus,677,No
LLBI4261,Female,70535.97,36400.43,No,Computer Science,Civil Engineering,City Campus,City Campus,858,No
MQNH4941,Male,65565.33,34284.75,No,Computer Science,Computer Science,City Campus,Suburban Campus,899,No
DXVN2000,Female,33818.47,28701.09,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,642,No
CLCR5220,Female,30108.94,40026.07,Yes,Electrical Engineering,Chemical Engineering,Suburban Campus,Main Campus,37,Yes
NCRE1308,Male,76654.75,48772.74,No,Computer Science,Electrical Engineering,City Campus,City Campus,972,No
HPLR6298,Male,37432.15,34788.92,No,Electrical Engineering,Electrical Engineering,City Campus,City Campus,650,No
EETP8150,Male,62792.71,40030.99,No,Computer Science,Chemical Engineering,Main Campus,Suburban Campus,643,No
DEMR8964,Male,46012.8,31735.68,No,Mechanical Engineering,Mechanical Engineering,Main Campus,City Campus,9,No
QZJR6331,Female,49529.98,40929.58,No,Computer Science,Mechanical Engineering,Suburban Campus,Suburban Campus,252,No
ACAZ8266,Male,66067.17,23220.08,No,Electrical Engineering,Civil Engineering,City Campus,City Campus,141,No
LQUE3440,Female,69277.3,32506.89,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,601,No
EDSZ4852,Female,53921.6,32744.99,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Main Campus,386,No
OVBA6798,Male,33365.68,20839.12,No,Mechanical Engineering,Civil Engineering,City Campus,City Campus,894,No
TPOH4456,Male,58892.14,33712.47,No,Mechanical Engineering,Civil Engineering,City Campus,Main Campus,966,No
RVMS5430,Male,77979.27,36926.27,No,Electrical Engineering,Information Technology,City Campus,City Campus,226,No
XKMM9360,Female,43923.81,20330.59,No,Computer Science,Information Technology,Main Campus,City Campus,690,No
HEIG2936,Female,34522.35,29082.85,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,201,No
VRDH7986,Female,79738.58,39353.27,No,Mechanical Engineering,Electrical Engineering,City Campus,City Campus,272,No
TUUV6276,Male,39093.62,46796.63,Yes,Electrical Engineering,Computer Science,Main Campus,City Campus,482,Yes
DFPC4932,Male,49250.87,38596.29,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,156,No
BAWJ1880,Male,45965.79,21278.95,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,497,No
BLQD2233,Female,51191.6,47211.75,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,834,No
BWGD6567,Male,64671.04,48883.9,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,192,No
YLLV1167,Male,50697.22,34037.21,No,Computer Science,Chemical Engineering,City Campus,Main Campus,752,No
YVBC6891,Female,69675.08,41691.96,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,509,No
HLNT0631,Male,46673.26,28307.12,No,Computer Science,Information Technology,Suburban Campus,City Campus,290,No
WLKT2835,Female,70107.05,49452.61,No,Electrical Engineering,Computer Science,City Campus,City Campus,135,No
CJTJ6174,Male,62697.71,30732.43,No,Electrical Engineering,Mechanical Engineering,City Campus,Main Campus,204,No
FUKK4873,Male,42295.41,45675.19,Yes,Computer Science,Computer Science,Main Campus,Main Campus,651,Yes
ADAU9039,Male,50932.98,35096.17,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,897,No
EBTR6906,Female,54855.11,30465.02,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,91,No
SRNH4653,Male,56688.53,41186.74,No,Computer Science,Information Technology,Suburban Campus,Main Campus,974,No
TXAH5974,Male,56623.72,31718.73,No,Mechanical Engineering,Electrical Engineering,Main Campus,City Campus,529,No
FOUQ6874,Female,71070.21,21882.97,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,878,No
FHAI7719,Male,49231.36,39677.58,No,Computer Science,Computer Science,Suburban Campus,City Campus,741,No
HCON7107,Female,59048.2,30556.01,No,Computer Science,Computer Science,Suburban Campus,Main Campus,768,No
PGUS9103,Male,51092.04,41576.27,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,220,No
QJBQ1274,Female,58893.82,30178.73,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,4,No
ZUZO8655,Male,64674.95,41455.47,No,Electrical Engineering,Civil Engineering,Main Campus,Main Campus,445,No
JHUS6752,Female,67414.17,43600.91,No,Electrical Engineering,Chemical Engineering,Suburban Campus,Suburban Campus,69,No
IPVJ0780,Female,65154.67,28350.2,No,Electrical Engineering,Computer Science,Main Campus,Suburban Campus,503,No
BXML3555,Male,41759.65,42878.23,Yes,Electrical Engineering,Computer Science,City Campus,Main Campus,572,Yes
KGML4949,Male,30143.31,29087.9,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,626,No
VDDS1781,Female,79695.27,31817.86,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Main Campus,214,No
FMTY3964,Female,30857.73,47484.8,Yes,Mechanical Engineering,Computer Science,Suburban Campus,Suburban Campus,728,No
DOBD3934,Male,57918.72,39354.02,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Main Campus,183,No
UDPB8828,Male,77880.79,31295.68,No,Computer Science,Computer Science,Suburban Campus,City Campus,40,No
MDJW4559,Male,76045.21,34152.57,No,Computer Science,Mechanical Engineering,Main Campus,City Campus,429,No
UMSP7544,Male,32978.87,39769.15,Yes,Computer Science,Information Technology,Suburban Campus,Suburban Campus,705,No
LWIU6423,Male,47467.38,37281.17,No,Computer Science,Mechanical Engineering,Suburban Campus,City Campus,270,No
OYXT6875,Male,72437.57,47822.37,No,Computer Science,Information Technology,Main Campus,Suburban Campus,629,No
USOD5165,Male,73338.63,43261.94,No,Mechanical Engineering,Civil Engineering,City Campus,City Campus,390,No
BOEM8191,Female,70950.52,35763.02,No,Computer Science,Civil Engineering,Main Campus,Main Campus,647,No
AUGS8486,Female,44734.86,23882.66,No,Electrical Engineering,Civil Engineering,Suburban Campus,City Campus,598,No
KBWA4483,Female,37207.01,29722.3,No,Computer Science,Chemical Engineering,Suburban Campus,City Campus,241,No
GCCE1203,Male,72665.61,48655.84,No,Computer Science,Civil Engineering,Suburban Campus,City Campus,654,No
KEPI0033,Male,78590.98,30442.86,No,Electrical Engineering,Civil Engineering,Main Campus,City Campus,358,No
KIJV1275,Female,75647.7,38524.25,No,Mechanical Engineering,Computer Science,Suburban Campus,Suburban Campus,496,No
MTKC0444,Female,42124.87,32113.22,No,Electrical Engineering,Civil Engineering,City Campus,Suburban Campus,544,No
KGXG9625,Male,71391.09,21347.87,No,Computer Science,Electrical Engineering,City Campus,Suburban Campus,673,No
UHKC6293,Male,32793.28,45560.94,Yes,Computer Science,Electrical Engineering,Main Campus,City Campus,978,No
ZUNL9404,Male,36890.07,24775.39,No,Electrical Engineering,Information Technology,City Campus,Suburban Campus,185,No
VHZA9458,Male,78102.6,22896.21,No,Computer Science,Civil Engineering,Main Campus,Suburban Campus,899,No
JJQP5075,Female,65198.14,23186.61,No,Mechanical Engineering,Information Technology,Suburban Campus,Suburban Campus,308,No
HKDD5246,Male,48873.04,48027.02,No,Computer Science,Mechanical Engineering,City Campus,City Campus,861,No
YIRI2742,Female,31317.34,34292.39,Yes,Mechanical Engineering,Mechanical Engineering,City Campus,Main Campus,238,Yes
ZILP0660,Female,78245.66,42797.28,No,Mechanical Engineering,Electrical Engineering,Main Campus,City Campus,897,No
MXRK8775,Male,48584.21,49439.85,Yes,Computer Science,Electrical Engineering,City Campus,City Campus,300,Yes
UQCA8663,Male,65070.09,44256.66,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,685,No
VVJE7604,Male,63137.37,41979.41,No,Mechanical Engineering,Computer Science,City Campus,City Campus,497,No
YLFA2930,Male,33688.51,27098.52,No,Mechanical Engineering,Electrical Engineering,City Campus,Suburban Campus,502,No
PHSG4329,Male,71871.86,46993.83,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,816,No
SFFV3854,Male,73523.85,25219.94,No,Computer Science,Civil Engineering,Main Campus,City Campus,646,No
OROR5010,Female,31509.29,46774.19,Yes,Mechanical Engineering,Electrical Engineering,City Campus,Main Campus,402,Yes
GOFN7169,Female,48262.21,42674.42,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,613,No
SNGO4969,Male,33949.66,32601.68,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,366,No
BYLZ2643,Female,33853.26,21931.1,No,Electrical Engineering,Civil Engineering,Suburban Campus,City Campus,557,No
TWFH4401,Male,58459.16,38357.11,No,Electrical Engineering,Civil Engineering,Main Campus,City Campus,493,No
COAT9402,Male,70685.56,23434.21,No,Computer Science,Electrical Engineering,City Campus,City Campus,303,No
EIQC4856,Male,37485.86,45404.06,Yes,Electrical Engineering,Civil Engineering,Main Campus,City Campus,99,No
IGCG3037,Male,39121.23,22186.45,No,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,225,No
YUQT6500,Female,67177.9,42900.56,No,Computer Science,Computer Science,Suburban Campus,Main Campus,116,No
AIWB1943,Female,67405.36,38196.0,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,987,No
QBRO2307,Female,64928.2,45220.38,No,Electrical Engineering,Information Technology,Main Campus,City Campus,903,No
GPRA3786,Male,44975.38,47706.53,Yes,Mechanical Engineering,Electrical Engineering,City Campus,Main Campus,919,No
IYUL3115,Male,50576.12,29634.78,No,Computer Science,Information Technology,City Campus,Main Campus,774,No
BUFO6247,Female,46866.85,40961.77,No,Computer Science,Chemical Engineering,Main Campus,City Campus,783,No
LGUB3497,Female,69069.85,31328.87,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,295,No
IXUD3330,Male,64762.35,49666.13,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Main Campus,430,No
PRBN8841,Male,44338.45,37213.39,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,993,No
FXUI6695,Female,37794.37,25992.03,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,458,No
IPZQ4147,Male,74057.86,27574.85,No,Electrical Engineering,Civil Engineering,Main Campus,Main Campus,334,No
BFAF2627,Female,31605.96,33125.45,Yes,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,254,Yes
YITF1930,Male,67556.65,28582.68,No,Computer Science,Mechanical Engineering,City Campus,Main Campus,679,No
ACHF5700,Male,55164.77,26035.78,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Suburban Campus,436,No
FEXS3510,Male,30543.38,24862.69,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,119,No
VXAR3719,Male,71634.0,44415.13,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,181,No
HGVR9998,Male,63995.18,44260.17,No,Computer Science,Mechanical Engineering,Suburban Campus,City Campus,476,No
WBDY7133,Female,73798.83,25768.87,No,Electrical Engineering,Information Technology,City Campus,City Campus,980,No
PZGB6157,Male,57707.8,37463.24,No,Mechanical Engineering,Civil Engineering,Suburban Campus,City Campus,327,No
IBUW8982,Male,71475.91,38873.47,No,Computer Science,Computer Science,Main Campus,City Campus,677,No
CMRB5765,Male,75957.51,40059.75,No,Computer Science,Mechanical Engineering,City Campus,Suburban Campus,117,No
MMIJ6742,Male,55093.62,26106.19,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,356,No
KXPA2283,Male,65467.64,44300.27,No,Mechanical Engineering,Computer Science,Suburban Campus,Suburban Campus,714,No
HXOY3510,Male,51183.51,46798.73,No,Computer Science,Civil Engineering,Suburban Campus,City Campus,408,No
LJPM6444,Female,37840.03,30786.83,No,Computer Science,Mechanical Engineering,City Campus,City Campus,722,No
UIJE2630,Male,78656.12,32240.82,No,Computer Science,Electrical Engineering,Main Campus,Main Campus,132,No
VNQU9000,Female,56075.05,36397.43,No,Computer Science,Electrical Engineering,Main Campus,City Campus,793,No
FFIH8627,Male,78896.31,22158.95,No,Computer Science,Information Technology,City Campus,Suburban Campus,904,No
ZZTT9028,Male,36256.67,25559.13,No,Electrical Engineering,Civil Engineering,Main Campus,City Campus,496,No
UKKP6457,Female,40593.21,41899.31,Yes,Computer Science,Chemical Engineering,Suburban Campus,Suburban Campus,861,Yes
DKFT4577,Female,60952.19,47329.66,No,Computer Science,Civil Engineering,Suburban Campus,Suburban Campus,825,No
SLUI1762,Female,40945.32,39266.97,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,885,No
LOJP1908,Female,39184.69,34885.26,No,Computer Science,Civil Engineering,City Campus,Main Campus,501,No
VIKR4753,Male,67299.79,44972.09,No,Electrical Engineering,Information Technology,Main Campus,City Campus,616,No
AUXD9366,Female,57964.71,37111.1,No,Computer Science,Computer Science,Suburban Campus,Suburban Campus,422,Yes
PWZF3511,Female,72085.65,34211.99,No,Electrical Engineering,Mechanical Engineering,Main Campus,City Campus,704,No
OLXC1506,Female,70827.94,30563.18,No,Computer Science,Mechanical Engineering,Main Campus,Main Campus,241,No
MEBZ2260,Male,53421.8,38554.37,No,Computer Science,Electrical Engineering,Main Campus,City Campus,30,No
BNEW4115,Female,45659.48,36760.92,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,298,No
MBYW1247,Female,62094.54,24136.21,No,Electrical Engineering,Information Technology,Suburban Campus,City Campus,275,No
MPYP5620,Male,71362.68,22014.64,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Suburban Campus,520,No
DBKU5984,Male,38241.22,32825.35,No,Mechanical Engineering,Computer Science,Main Campus,Main Campus,221,No
OTHW4772,Female,70166.96,31283.55,No,Computer Science,Civil Engineering,City Campus,City Campus,912,No
PVEG8749,Male,62332.36,22126.03,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Main Campus,872,No
EOKY2826,Male,39736.53,22344.31,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,802,No
HXSS2495,Male,35420.04,43471.62,Yes,Computer Science,Mechanical Engineering,City Campus,Main Campus,419,Yes
ZBCT3425,Female,33890.43,28946.81,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,City Campus,63,No
MBST3783,Female,60159.51,23537.82,No,Computer Science,Information Technology,Main Campus,Suburban Campus,576,No
ACXI7405,Female,72330.46,26917.21,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,791,No
GYDV8101,Male,31402.44,38044.69,Yes,Electrical Engineering,Chemical Engineering,Suburban Campus,Main Campus,331,Yes
HNKC7613,Male,44110.35,29927.59,No,Computer Science,Chemical Engineering,City Campus,City Campus,268,No
FARF6886,Male,57078.4,26720.64,No,Computer Science,Chemical Engineering,City Campus,Main Campus,692,No
SXKI0077,Female,33265.96,48218.53,Yes,Computer Science,Civil Engineering,Main Campus,Main Campus,326,No
YJGC4931,Female,59855.54,47668.2,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,422,No
RFWU8114,Male,67826.07,27541.46,No,Mechanical Engineering,Electrical Engineering,City Campus,Suburban Campus,401,No
CIOE2591,Female,45456.01,41098.2,No,Mechanical Engineering,Electrical Engineering,City Campus,Suburban Campus,829,No
FJEK3340,Female,57584.57,22038.58,No,Mechanical Engineering,Electrical Engineering,Main Campus,City Campus,453,No
VQJB2359,Female,61919.45,46144.2,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,City Campus,436,No
CNZW1959,Male,31618.34,49043.44,Yes,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,409,No
SRZS3683,Male,43458.4,22243.31,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,Suburban Campus,267,Yes
WMIP5362,Male,78833.16,37260.68,No,Mechanical Engineering,Civil Engineering,Suburban Campus,City Campus,935,No
PZGQ8377,Male,58239.84,45595.86,No,Electrical Engineering,Electrical Engineering,City Campus,Main Campus,56,No
QBJH1209,Female,58186.97,47954.27,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,275,No
PYTI2675,Male,69511.29,35001.41,No,Computer Science,Electrical Engineering,City Campus,Suburban Campus,498,No
ZQHA8325,Male,32284.03,31976.59,No,Electrical Engineering,Civil Engineering,City Campus,City Campus,746,No
XRGR7633,Female,45729.01,21699.45,No,Electrical Engineering,Information Technology,Suburban Campus,Suburban Campus,225,No
LAWB1612,Female,77175.46,40925.54,No,Mechanical Engineering,Chemical Engineering,Main Campus,City Campus,348,No
CPVY2073,Male,30423.94,23326.23,No,Computer Science,Chemical Engineering,Suburban Campus,City Campus,652,No
SGEG2462,Male,47832.46,34129.36,No,Mechanical Engineering,Electrical Engineering,City Campus,Main Campus,839,No
UCZK1457,Female,44120.11,47521.74,Yes,Computer Science,Mechanical Engineering,City Campus,City Campus,47,Yes
TVUA3879,Male,49906.82,27891.59,No,Electrical Engineering,Electrical Engineering,Main Campus,Main Campus,316,No
PDSG4436,Female,39744.19,20899.34,No,Electrical Engineering,Information Technology,Suburban Campus,City Campus,459,No
BDME1057,Male,67592.11,30141.36,No,Mechanical Engineering,Computer Science,Suburban Campus,Suburban Campus,420,No
MYYZ3465,Male,66284.41,27826.43,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,Suburban Campus,227,No
KBXK5142,Male,78692.54,30036.24,No,Computer Science,Information Technology,City Campus,City Campus,587,No
XSNM6669,Female,65132.84,42942.08,No,Computer Science,Computer Science,Main Campus,Suburban Campus,897,No
TGAV6666,Female,34868.99,24178.66,No,Electrical Engineering,Information Technology,City Campus,City Campus,171,No
GLRG6980,Female,50364.33,36412.62,No,Electrical Engineering,Civil Engineering,Main Campus,City Campus,549,No
UQXK5951,Female,67072.57,42016.18,No,Computer Science,Chemical Engineering,Main Campus,City Campus,212,No
KVGH9633,Male,35050.14,47725.23,Yes,Computer Science,Chemical Engineering,Suburban Campus,Main Campus,799,No
KWSC6731,Female,70374.72,39900.08,No,Mechanical Engineering,Information Technology,Main Campus,Suburban Campus,641,No
TYKI9800,Female,37509.33,46348.11,Yes,Computer Science,Computer Science,City Campus,City Campus,113,Yes
SNRT1371,Male,59358.78,27068.52,No,Electrical Engineering,Information Technology,City Campus,Main Campus,971,No
EYLV1017,Female,49105.59,22187.36,No,Mechanical Engineering,Information Technology,Suburban Campus,Suburban Campus,992,No
